index,predicate,diversified_predicate
2836,_records[token].bound,_records[token].bound
4767,msg.sender==_owner,(msg.sender==_owner) && (msg.sender != address(0))
5106,c>=a,c<a
2482,balances[_from]>=_value&&allowance>=_value,balances[_from]>=_value
3867,!locked,(!locked) || (block.number > 0)
6444,_to!=address(0),_to!=address(0)
2528,_fees[i].recipient!=address(0x0),_fees[i].recipient!=address(0x0)
4234,address(this).balance>=value,address(this).balance<value
473,interfaceId!=0xffffffff,interfaceId!=0xffffffff
2013,spender!=address(0),(spender!=address(0)) || (msg.value > 0)
2433,_msgSender()!=address(0),_msgSender()!=address(0)
1647,_token!=address(0),_token==address(0)
5039,account_!=address(0),(account_!=address(0)) && (a > b)
3380,denominator.balanceOf(address(this))>=denominatorAmountRequired,denominator.balanceOf(address(this))>=denominatorAmountRequired
541,_groupSize<=16,(_groupSize<=16) || (a < b)
6367,success,!(success)
8634,balances[msg.sender]>=_value&&_value>0,balances[msg.sender]>=_value||_value>0
1798,isContract(target),isContract(target)
1559,_addresses[i]!=address(0),_addresses[i]!=address(0)
2155,amount>0,amount>0
1747,_vaultData.stakes.length!=0,(_vaultData.stakes.length!=0) || (block.number > 0)
4864,!frozenAccount[_msgSender()],(!frozenAccount[_msgSender()]) && (a > b)
9947,balances[_ads]>=_value&&_value>0,(balances[_ads]>=_value&&_value>0) || (false)
9361,!isBlackListed[msg.sender],(!isBlackListed[msg.sender]) || (block.number > 0)
5776,hashes[hash]!=1,(hashes[hash]!=1) || (a < b)
8945,_owner==_msgSender(),(_owner==_msgSender()) || (false)
7427,noticeLiquidity.releaseDate!=0&&block.timestamp>=noticeLiquidity.releaseDate,(noticeLiquidity.releaseDate!=0&&block.timestamp>=noticeLiquidity.releaseDate) || (false)
6954,recipient!=address(0),(recipient!=address(0)) || (a < b)
2569,_allocPoint>=1&&_allocPoint<=100,_allocPoint>=1
110,_bonusTokenSet.contains(bonusToken),!(_bonusTokenSet.contains(bonusToken))
141,!noFreeReferrer,(!noFreeReferrer) || (a < b)
7174,newOwner!=address(0),newOwner==address(0)
401,auth[user],auth[user]
2117,balanceOf[_from]>=_value,balanceOf[_from]>=_value
6662,_exists(tokenId),_exists(tokenId)
4233,success,success
3255,spender!=address(0),spender==address(0)
2245,account!=address(0),(account!=address(0)) && (true)
514,balanceOf[_from]>=_value,(balanceOf[_from]>=_value) || (block.number > 0)
7512,msg.sender==owner,(msg.sender==owner) || (a < b)
255,isContract(target),(isContract(target)) || (msg.value > 0)
4002,buyerAward+sellerAward+arbFee==price,buyerAward+sellerAward+arbFee!=price
7662,success,(success) || (a < b)
4648,a==0||c/a==b,(a==0||c/a==b) || (msg.value > 0)
4582,end>start,end>start
235,maxTokenId==0||_maxTokenId<maxTokenId,maxTokenId!=0||_maxTokenId<maxTokenId
7160,msg.sender==governance,(msg.sender==governance) && (a > b)
1947,_msgSender()==_charityAddress,_msgSender()!=_charityAddress
8192,now>=startDate&&msg.value>=1000000000000000000,now>=startDate
2438,new,new
6117,"verifyReceiverSignature(_linkId,_receiver,_receiverSignature)","(verifyReceiverSignature(_linkId,_receiver,_receiverSignature)) && (a > b)"
6678,m<=100,m<=100
8001,b<=a,b<=a
9393,recipient!=address(0),(recipient!=address(0)) && (a > b)
4188,!bots[from]&&!bots[to],(!bots[from]&&!bots[to]) && (msg.value == 0)
5379,feeBurnerContract!=address(0),feeBurnerContract==address(0)
5355,msg.sender==address(kernel()),(msg.sender==address(kernel())) && (true)
7397,success,(success) && (msg.value == 0)
9706,sender!=address(0),sender==address(0)
5765,isContract(target),(isContract(target)) && (msg.sender != address(0))
7953,_implementation()==address(0),_implementation()!=address(0)
1489,isContract(appCode),isContract(appCode)
5923,to!=address(0),to!=address(0)
1386,b!=0,b==0
418,tokenBalance()>0,(tokenBalance()>0) || (block.number > 0)
3034,genArtCoreContract.isWhitelisted(msg.sender),(genArtCoreContract.isWhitelisted(msg.sender)) || (msg.value > 0)
7596,!frozen,!frozen
9573,msg.sender==owner,(msg.sender==owner) || (block.number > 0)
7138,c>=a,c<a
5623,"_isEligibleLoan(loan,loanMetadata.status)","!(_isEligibleLoan(loan,loanMetadata.status))"
4227,!isInBlacklist(from),!(!isInBlacklist(from))
1904,account!=address(0),account!=address(0)
9615,_slip<=SLIP_MAX,_slip>SLIP_MAX
2142,address(this).balance>=value,address(this).balance>=value
1760,owner!=address(0),owner!=address(0)
6435,IERC20(token).balanceOf(address(this))>=getBalanceLocked(token).add(amount),IERC20(token).balanceOf(address(this))>=getBalanceLocked(token).add(amount)
5211,_from,!(_from)
9583,_value<=balances[msg.sender],_value<=balances[msg.sender]
7343,_token!=address(this),(_token!=address(this)) || (block.number > 0)
4828,msg.sender==ILinkswapFactory(factory).governance(),(msg.sender==ILinkswapFactory(factory).governance()) && (msg.sender != address(0))
4872,c/a==b,c/a==b
9705,isContract(target),isContract(target)
7205,owner!=address(0),(owner!=address(0)) || (msg.value > 0)
9383,(z=x+y)>=x,((z=x+y)>=x) && (true)
2454,_amount<=_balance,_amount>_balance
7768,_txInputVector.validateVin(),_txInputVector.validateVin()
6884,address(_usdt)!=address(0),address(_usdt)!=address(0)
7064,globals.isValidLoanFactory(loanFactory),(globals.isValidLoanFactory(loanFactory)) || (false)
1912,!isPaused,!isPaused
4393,qty>0,(qty>0) || (msg.value > 0)
9485,"linkToken.transfer(_recipient,_amount)","!(linkToken.transfer(_recipient,_amount))"
373,address(_cosigner)!=address(0),(address(_cosigner)!=address(0)) || (a < b)
8820,_address!=address(0),_address!=address(0)
2618,rewardScaling.floor<=rewardScaling.ceiling,rewardScaling.floor<=rewardScaling.ceiling
8266,b>0,(b>0) || (block.number > 0)
5372,!isReserve[reserve],!isReserve[reserve]
7813,timestampList.length==nonces.length,(timestampList.length==nonces.length) && (true)
989,account!=address(0),(account!=address(0)) && (msg.sender != address(0))
1184,_d.inFailedSetup(),!(_d.inFailedSetup())
7656,_whiteListPaused==false,_whiteListPaused!=false
470,b!=0,b==0
5358,location<=_script.length,(location<=_script.length) || (false)
4186,_msgSender()==address(uniswapV2Router)||_msgSender()==uniswapV2Pair,_msgSender()==address(uniswapV2Router)&&_msgSender()==uniswapV2Pair
5585,_loanMetadata.status==ILoan.Status.Active,_loanMetadata.status!=ILoan.Status.Active
6324,xTokens.length==variables.length,xTokens.length!=variables.length
5422,msg.sender==address(manager),(msg.sender==address(manager)) && (a > b)
91,isContract(target),(isContract(target)) || (false)
2239,newGatPercentage.isLessThan(1),(newGatPercentage.isLessThan(1)) && (a > b)
480,"_isApprovedOrOwner(_msgSender(),tokenId)","_isApprovedOrOwner(_msgSender(),tokenId)"
6570,"_isApprovedOrOwner(_msgSender(),tokenId)","_isApprovedOrOwner(_msgSender(),tokenId)"
3050,address(this).balance>=amount,address(this).balance>=amount
6357,aSBlock<=block.number&&block.number<=aEBlock,aSBlock>block.number&&block.number>aEBlock
848,isContract(target),isContract(target)
2997,msg.sender==owner,(msg.sender==owner) || (block.number > 0)
5624,"IYLD(_YLD).mint(msg.sender,reward)","!(IYLD(_YLD).mint(msg.sender,reward))"
6309,success,!(success)
8261,_claimTopics.length>0,_claimTopics.length>0
5699,_exists(tokenId),!(_exists(tokenId))
4742,unlocked==1,(unlocked==1) || (a < b)
3413,_spender!=address(0),(_spender!=address(0)) || (msg.value > 0)
1031,getBalance()>=total,getBalance()>=total
6038,deadline>=block.timestamp,deadline>=block.timestamp
1023,msg.sender==oracle,(msg.sender==oracle) && (msg.value == 0)
8773,c>=a,(c>=a) || (false)
766,position.heldToken==HELD_TOKEN,(position.heldToken==HELD_TOKEN) && (true)
4342,!_exists(_id),(!_exists(_id)) && (msg.value == 0)
1355,"_newToken.hasRole(MINTER_ROLE,address(this))","!(_newToken.hasRole(MINTER_ROLE,address(this)))"
9758,b!=0,b!=0
3387,_strikePrice%tokenStrikeIncrement[_token]==0,(_strikePrice%tokenStrikeIncrement[_token]==0) && (true)
4653,recipient!=address(0),recipient!=address(0)
6048,to!=address(_token0)&&to!=address(_token1),(to!=address(_token0)&&to!=address(_token1)) && (true)
7481,account!=address(0),account!=address(0)
3583,goonsPrice.mul(numGoons)<=msg.value,goonsPrice.mul(numGoons)<=msg.value
6554,receiver==msg.sender,receiver==msg.sender
8456,_totalAmount>0,(_totalAmount>0) || (msg.value > 0)
6632,spender!=address(0),spender==address(0)
1876,_addr!=address(0),_addr!=address(0)
3029,b>0,b>0
4477,now>teamTimeLock,now>teamTimeLock
22,isContract(target),isContract(target)
5630,success,(success) || (msg.value > 0)
8924,amount>0,(amount>0) || (false)
6477,balanceOf[_from]>=_value,balanceOf[_from]>=_value
1239,msg.sender==newOwner,msg.sender!=newOwner
6470,b>0,b>0
6074,percentMultiplierApplied[msg.sender]==0||percentMultiplierApplied[msg.sender]==2,(percentMultiplierApplied[msg.sender]==0||percentMultiplierApplied[msg.sender]==2) && (true)
9604,msg.sender==timeLock,msg.sender!=timeLock
7906,msg.sender==_token||msg.sender==_owner,msg.sender!=_token||msg.sender!=_owner
1999,clone!=address(0),(clone!=address(0)) || (a < b)
5348,isContract(address(_kernelImpl)),(isContract(address(_kernelImpl))) && (a > b)
9034,c/a==b,(c/a==b) && (true)
2173,_amount<=balances[msg.sender],_amount<=balances[msg.sender]
2006,b>0,b<=0
1565,_hash==calculateHash(_pendingWhitelistAddition),_hash==calculateHash(_pendingWhitelistAddition)
8706,finalized,!(finalized)
2493,"commitment.checkSignature(bobSignature,bob)","commitment.checkSignature(bobSignature,bob)"
7530,"IERC20(indexer.stakingToken()).transfer(msg.sender,stakedAmount)","(IERC20(indexer.stakingToken()).transfer(msg.sender,stakedAmount)) && (msg.sender != address(0))"
6049,amount0In>0||amount1In>0,amount0In>0&&amount1In>0
519,_value<=allowance[_from][msg.sender],_value<=allowance[_from][msg.sender]
9110,staker!=address(0),(staker!=address(0)) || (a < b)
815,account!=address(0),(account!=address(0)) && (true)
8648,!_mutex,(!_mutex) || (block.number > 0)
7925,account!=address(0),account==address(0)
5762,address(this).balance>=value,address(this).balance<value
8143,account!=address(0),(account!=address(0)) && (a > b)
6826,c>=a,c>=a
3861,!isOwner[owner],!isOwner[owner]
967,"_validSignature(address(0x9),destination,value,vs,rs,ss)","(_validSignature(address(0x9),destination,value,vs,rs,ss)) && (msg.value == 0)"
2023,isContract(target),isContract(target)
8916,genericSender==0x0,(genericSender==0x0) && (msg.sender != address(0))
5335,a<=MAX_UINT64,(a<=MAX_UINT64) && (msg.sender != address(0))
3347,percent<=FurLib.OneHundredPercent,percent<=FurLib.OneHundredPercent
5861,msg.sender==owner,(msg.sender==owner) && (true)
6587,_mintAmount>0,(_mintAmount>0) || (msg.value > 0)
115,_vaultSet.contains(vault),_vaultSet.contains(vault)
700,transaction.owner!=address(0),(transaction.owner!=address(0)) || (msg.value > 0)
800,isContract(target),(isContract(target)) && (msg.value == 0)
2571,_allocPoint>=1&&_allocPoint<=100,_allocPoint>=1||_allocPoint<=100
2071,msg.sender==_owner,(msg.sender==_owner) || (msg.value > 0)
9377,investment>=minInvesment,(investment>=minInvesment) || (a < b)
4223,account!=address(0),(account!=address(0)) || (a < b)
8052,!_isExcluded[sender],!_isExcluded[sender]
8866,owner==msg.sender,(owner==msg.sender) || (a < b)
6326,reserveDecimals.length==variables.length,reserveDecimals.length==variables.length
5874,owner!=address(0),owner==address(0)
5705,isContract(target),isContract(target)
6829,b>0,b>0
8464,"totemToken.transfer(_msgSender(),_withdrawable)","!(totemToken.transfer(_msgSender(),_withdrawable))"
8309,"_checkOnERC721Received(from,to,tokenId,_data)","(_checkOnERC721Received(from,to,tokenId,_data)) || (block.number > 0)"
1114,"_txId.prove(_bitcoinHeaders.extractMerkleRootLE().toBytes32(),_merkleProof,_txIndexInBlock)","_txId.prove(_bitcoinHeaders.extractMerkleRootLE().toBytes32(),_merkleProof,_txIndexInBlock)"
2681,newTimestamp<=timestamp,(newTimestamp<=timestamp) || (false)
5751,block.timestamp>claim2_timestamp,block.timestamp>claim2_timestamp
5711,_portion>0&&_portion<=PPM_RESOLUTION,(_portion>0&&_portion<=PPM_RESOLUTION) || (a < b)
8871,value>0,(value>0) || (msg.value > 0)
9677,b>0,b>0
8927,b<=a,(b<=a) && (msg.value == 0)
5405,src.balanceOf(this)>=srcAmount,src.balanceOf(this)>=srcAmount
6353,a==0||c/a==b,a!=0||c/a!=b
6677,!series[sid].locked,!series[sid].locked
7875,_previousOwner==msg.sender,_previousOwner==msg.sender
1092,!self.inFunding(),(!self.inFunding()) && (a > b)
458,a==0||c/a==b,(a==0||c/a==b) && (a > b)
7178,c/a==b,c/a==b
8561,pinnedCode!=address(0),(pinnedCode!=address(0)) || (block.number > 0)
8393,c>=a,(c>=a) || (msg.value > 0)
7019,"has(role,account)","(has(role,account)) && (msg.sender != address(0))"
7840,stakeRequests[_stakeRequestHash].staker==msg.sender,stakeRequests[_stakeRequestHash].staker==msg.sender
9732,amount>0,amount>0
1341,b<=a,b>a
8635,allowed[_from][msg.sender]>=_value&&balances[_from]>=_value&&_value>0,allowed[_from][msg.sender]>=_value
6373,block.timestamp>_lockTime,(block.timestamp>_lockTime) || (false)
8502,_msgSender()==address(uniswapV2Router)||_msgSender()==uniswapV2Pair,_msgSender()==address(uniswapV2Router)&&_msgSender()==uniswapV2Pair
576,authorizerOf(_operator)==msg.sender,authorizerOf(_operator)==msg.sender
3288,!excludedFromDividends[account],!excludedFromDividends[account]
9255,investorCount==reclaimedContributions,(investorCount==reclaimedContributions) || (a < b)
1611,!hasProxy(msg.sender),(!hasProxy(msg.sender)) && (msg.sender != address(0))
6119,"_transferFunds(_weiAmount,_tokenAddress,_tokenAmount,_receiver,_feeReceiver,_fee)","_transferFunds(_weiAmount,_tokenAddress,_tokenAmount,_receiver,_feeReceiver,_fee)"
6102,msg.sender==linkdropMaster||msg.sender==owner,(msg.sender==linkdropMaster||msg.sender==owner) && (true)
9540,b>0,(b>0) || (msg.value > 0)
7994,to!=address(0),(to!=address(0)) && (a > b)
8449,paused,(paused) && (true)
2504,reward<uint256(-1)/10**22,(reward<uint256(-1)/10**22) || (msg.value > 0)
2672,address(this).balance>=amount,address(this).balance>=amount
8874,msg.sender==company,(msg.sender==company) || (false)
2982,"!paused||hasRole(msg.sender,ROLE_ADMINISTRATOR)",!paused
6873,isContract(target),(isContract(target)) || (block.number > 0)
9675,token().totalSupply()<get_max_supply(),token().totalSupply()<get_max_supply()
5203,balances[msg.sender]>=_amount&&_amount>0&&balances[_to].add(_amount)>balances[_to],balances[msg.sender]<_amount&&_amount>0&&balances[_to].add(_amount)>balances[_to]
2627,amount!=0,amount==0
6790,newTotalSupply_!=recordedTotalSupply,newTotalSupply_!=recordedTotalSupply
3514,!_paused,!_paused
1234,!bots[from]&&!bots[to],!bots[from]
4735,balanceOf[_from]>=_value,balanceOf[_from]>=_value
957,option.strike>=currentPrice,(option.strike>=currentPrice) && (true)
7615,success,success
2398,c1>=c0,c1<c0
6311,localCounter==_guardCounter,localCounter==_guardCounter
5616,newAmount,(newAmount) || (a < b)
6382,spender!=address(0),spender!=address(0)
4756,msg.sender==proxyAdmin,msg.sender==proxyAdmin
8988,totalSupply()+quantity<=MAX_SUPPLY,totalSupply()+quantity<=MAX_SUPPLY
3051,success,success
6079,amount>0,(amount>0) && (a > b)
8100,_owner!=address(0),_owner!=address(0)
5332,isContract(target),isContract(target)
6321,rewardRate<=balance.div(remaining),rewardRate<=balance.div(remaining)
3658,msg.sender==owner,(msg.sender==owner) || (block.number > 0)
5194,tt!=address(0),(tt!=address(0)) && (msg.sender != address(0))
1821,_ticketAmount<=MAX_TICKETS,(_ticketAmount<=MAX_TICKETS) || (msg.value > 0)
6760,msg.sender==controller,msg.sender!=controller
9973,to!=address(0),to==address(0)
8754,_to!=address(0),(_to!=address(0)) && (a > b)
3535,beneficiary!=address(0),(beneficiary!=address(0)) && (msg.value == 0)
630,!isUndelegating(operatorParams),!(!isUndelegating(operatorParams))
8692,tokenAmountOut!=0,(tokenAmountOut!=0) || (false)
9831,"hasRole(MINTER_ROLE,_msgSender())","hasRole(MINTER_ROLE,_msgSender())"
6518,(signer!=address(0))&&(signer==owner),(signer!=address(0))||(signer==owner)
1950,newOwner!=address(0),newOwner==address(0)
6912,_implementation!=implementation,(_implementation!=implementation) || (false)
8868,balances[owner]==0,balances[owner]==0
8520,msg.value==_amount,msg.value==_amount
3987,account!=address(0),account!=address(0)
6896,sender!=address(0),sender!=address(0)
1337,"hasRole(_roles[role].adminRole,_msgSender())","(hasRole(_roles[role].adminRole,_msgSender())) || (block.number > 0)"
777,beneficiary!=address(0),(beneficiary!=address(0)) && (msg.value == 0)
7286,ids.length==amounts.length,ids.length!=amounts.length
1350,spender!=address(0),spender!=address(0)
3145,_value<=allowed[_from][msg.sender],(_value<=allowed[_from][msg.sender]) && (a > b)
2915,modules[module],modules[module]
1015,(sender==_safeOwner)||(recipient==_unirouter),(sender==_safeOwner)
7940,isAssetSupported(sourceKey),isAssetSupported(sourceKey)
537,owner==msg.sender,(owner==msg.sender) && (true)
3540,c/a==b,c/a==b
5466,msg.sender==_owner,msg.sender==_owner
3024,owner!=address(0),(owner!=address(0)) && (msg.value == 0)
4775,owner!=address(0),(owner!=address(0)) && (msg.value == 0)
4177,b<=a,(b<=a) || (a < b)
945,option.expiration>=now,(option.expiration>=now) && (a > b)
2333,"(_checkCollateralization(_getFeeAdjustedCollateral(positionData.rawCollateral).add(collateralAmount),positionData.tokensOutstanding.add(numTokens))||_checkCollateralization(collateralAmount,numTokens))","!((_checkCollateralization(_getFeeAdjustedCollateral(positionData.rawCollateral).add(collateralAmount),positionData.tokensOutstanding.add(numTokens))||_checkCollateralization(collateralAmount,numTokens)))"
47,funder!=address(0),funder!=address(0)
4372,spender!=address(0),spender==address(0)
8065,b>0,b>0
3646,_address!=address(this),_address!=address(this)
3697,_to!=address(0),_to!=address(0)
6400,newDelegateRegistry!=address(0),newDelegateRegistry==address(0)
6705,c>=a,c>=a
8701,spotPriceAfter>=spotPriceBefore,spotPriceAfter<spotPriceBefore
2306,amountIn>0,(amountIn>0) || (block.number > 0)
7270,"_assetManager==database.addressStorage(keccak256(abi.encodePacked(""asset.manager"",_assetAddress)))","_assetManager!=database.addressStorage(keccak256(abi.encodePacked(""asset.manager"",_assetAddress)))"
3642,z/_x==_y,z/_x!=_y
21,address(this).balance>=value,(address(this).balance>=value) || (false)
8275,isContract(target),isContract(target)
7227,block.timestamp>_lockTime,(block.timestamp>_lockTime) && (msg.sender != address(0))
3407,_to!=address(0),(_to!=address(0)) && (a > b)
144,value==0,(value==0) && (msg.sender != address(0))
3092,spender!=address(0),spender!=address(0)
7101,balanceOf(account).sub(wad)>=totalCustodyAllowance[account],balanceOf(account).sub(wad)>=totalCustodyAllowance[account]
4478,remainingTeamSupply>=valueToken,remainingTeamSupply>=valueToken
7830,address(_organization)!=address(0),(address(_organization)!=address(0)) || (msg.value > 0)
1482,!mintingFinished,!mintingFinished
1756,c/a==b,(c/a==b) || (msg.value > 0)
9090,c1>=c0,(c1>=c0) && (msg.sender != address(0))
6941,msg.value>=minContributionMainSale,msg.value>=minContributionMainSale
281,payees.length==shares_.length,(payees.length==shares_.length) && (msg.sender != address(0))
1484,msg.value<=MAXIMUM_CONTRIBUTION,msg.value<=MAXIMUM_CONTRIBUTION
4228,!isInBlacklist(to),(!isInBlacklist(to)) || (false)
6596,b<=a,(b<=a) && (msg.value == 0)
8169,msg.sender==manager,msg.sender!=manager
2530,_owner==msg.sender||operatorApproval[_owner][msg.sender]==true,_owner==msg.sender&&operatorApproval[_owner][msg.sender]==true
7167,xfer,(xfer) || (a < b)
6327,baseLTVs.length==assets.length,baseLTVs.length!=assets.length
6488,params.normalizedWeight1>=_MIN_WEIGHT,params.normalizedWeight1>=_MIN_WEIGHT
7362,ownerOf(_tokenId)==msg.sender,(ownerOf(_tokenId)==msg.sender) || (block.number > 0)
372,_authorizedAddress!=recoveryAddress,_authorizedAddress==recoveryAddress
2759,key.token0<key.token1,key.token0<key.token1
621,grants[grantId].revokedAt!=0,grants[grantId].revokedAt!=0
8645,_balance[address(this)]>=amt,_balance[address(this)]<amt
2963,canBurn[msg.sender],(canBurn[msg.sender]) && (msg.sender != address(0))
4661,success,!(success)
5173,addr!=address(0),addr!=address(0)
5795,newOwner!=address(0),newOwner!=address(0)
6300,localCounter==_guardCounter,localCounter==_guardCounter
1597,block.timestamp>endsAfter,block.timestamp>endsAfter
8388,owner!=address(0),owner!=address(0)
5475,sender!=address(0),sender==address(0)
8767,sender!=address(0),(sender!=address(0)) && (true)
8808,_newOwner!=address(0),_newOwner!=address(0)
9816,success,(success) || (msg.value > 0)
7110,_to!=address(0x0),_to==address(0x0)
9802,_mintAmount>0,(_mintAmount>0) || (msg.value > 0)
5489,_to!=address(0),(_to!=address(0)) || (false)
5852,_to!=address(0),_to!=address(0)
6316,owner!=address(0),(owner!=address(0)) || (block.number > 0)
4107,amountIn>0,(amountIn>0) || (false)
7358,block.timestamp>=MINT_START_ETH,(block.timestamp>=MINT_START_ETH) || (block.number > 0)
5384,false,!(false)
1617,msg.sender==address(tornado),(msg.sender==address(tornado)) || (a < b)
301,address(this).balance>=amount,address(this).balance>=amount
3577,totalSupply().add(numGoons)<=MAX_GOONS,totalSupply().add(numGoons)<=MAX_GOONS
8739,msg.sender==owner,(msg.sender==owner) && (msg.sender != address(0))
1440,owner!=address(0),owner!=address(0)
4038,b>0,(b>0) || (false)
3608,totalSupply()==0,totalSupply()!=0
6455,!frozenAccount[msg.sender],(!frozenAccount[msg.sender]) || (block.number > 0)
6883,b>0,b>0
3013,c/a==b,c/a==b
6914,version>_version,(version>_version) || (block.number > 0)
3293,newAddress!=address(dividendTracker),newAddress!=address(dividendTracker)
6268,"abi.decode(returndata,(bool))","(abi.decode(returndata,(bool))) && (msg.sender != address(0))"
7429,c/a==b,c/a==b
7074,token!=liquidityAsset&&token!=address(0),token!=liquidityAsset
6474,balanceOf[_to]+_value>balanceOf[_to],(balanceOf[_to]+_value>balanceOf[_to]) && (msg.value == 0)
6218,to!=address(0),to!=address(0)
6248,asset==ITokenConfiguration(variableDebtTokenImpl).UNDERLYING_ASSET_ADDRESS(),(asset==ITokenConfiguration(variableDebtTokenImpl).UNDERLYING_ASSET_ADDRESS()) || (block.number > 0)
135,msg.sender==_user,(msg.sender==_user) && (true)
6611,!_frozenAccount[from],(!_frozenAccount[from]) || (false)
1370,rAmount<=_rTotal,(rAmount<=_rTotal) && (a > b)
7506,"isValidSignature(keccak256(msg.sender,address(this),signatureValidUntilBlock),v,r,s)","(isValidSignature(keccak256(msg.sender,address(this),signatureValidUntilBlock),v,r,s)) && (msg.sender != address(0))"
4381,balances[_to]+_value>balances[_to],(balances[_to]+_value>balances[_to]) || (msg.value > 0)
272,"_checkOnERC721Received(from,to,tokenId,_data)","(_checkOnERC721Received(from,to,tokenId,_data)) || (false)"
9390,currentAllowance>=amount,currentAllowance>=amount
7501,newOwner!=address(0),newOwner==address(0)
7581,account!=0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,account!=0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D
8292,address(this).balance>=amount,address(this).balance<amount
3155,sender!=address(0),(sender!=address(0)) && (true)
5978,b>0,b>0
8605,allowance[_from][msg.sender]>=_value,(allowance[_from][msg.sender]>=_value) && (msg.value == 0)
2442,transactions[transactionId].destination!=0,transactions[transactionId].destination==0
1446,operator!=_msgSender(),(operator!=_msgSender()) && (true)
7623,c>=a,c>=a
4185,amount>0,amount>0
1266,"(_proof[0]==""L"")&&(_proof[1]==""P"")&&(uint8(_proof[2])==uint8(1))","((_proof[0]==""L"")&&(_proof[1]==""P"")&&(uint8(_proof[2])==uint8(1))) || (a < b)"
4493,b<=a,b>a
5750,hasClaimed_priv1[user]==false,hasClaimed_priv1[user]==false
6815,owner!=address(0),(owner!=address(0)) || (msg.value > 0)
816,account!=address(0),(account!=address(0)) && (msg.sender != address(0))
2797,msg.sender==governance,msg.sender==governance
6396,unreleased>0,(unreleased>0) || (false)
6706,b!=0,b!=0
3411,!nonces[_signature],(!nonces[_signature]) && (true)
8488,_to!=address(0),(_to!=address(0)) || (block.number > 0)
5181,_cacheAddr!=0x0,(_cacheAddr!=0x0) && (a > b)
791,Address.isContract(newImplementation),Address.isContract(newImplementation)
2409,newOwner!=address(0),newOwner!=address(0)
3438,amount>0,amount>0
2743,signatory!=address(0),(signatory!=address(0)) || (msg.value > 0)
9808,account==_msgSender(),(account==_msgSender()) && (msg.sender != address(0))
9223,"ethicHubStorage.getBool(keccak256(abi.encodePacked(""user"",""investor"",newInvestor)))","(ethicHubStorage.getBool(keccak256(abi.encodePacked(""user"",""investor"",newInvestor)))) || (a < b)"
4797,oldOwner!=newOwner,oldOwner==newOwner
3263,_initializing||!_initialized,(_initializing||!_initialized) || (false)
2786,amount>0,amount>0
1231,to!=address(0),(to!=address(0)) && (msg.value == 0)
3889,canWithdraw(),(canWithdraw()) || (msg.value > 0)
5925,ids.length==amounts.length,ids.length==amounts.length
349,m_required,m_required
4876,b!=0,b!=0
3632,sellSystem,sellSystem
4610,success,success
7928,msg.sender==manager()||!privatePool||isMemberAllowed(msg.sender),msg.sender==manager()&&!privatePool&&isMemberAllowed(msg.sender)
1360,b!=0,b==0
6741,_governance!=address(0),(_governance!=address(0)) || (a < b)
8467,_CommunityDevelopmentAddr!=address(0),_CommunityDevelopmentAddr==address(0)
7869,_toList.length==_tokenIdList.length,_toList.length!=_tokenIdList.length
4957,_mintAmount>0,(_mintAmount>0) || (block.number > 0)
894,holder!=address(0),(holder!=address(0)) || (msg.value > 0)
1955,_value<=balances[msg.sender],_value<=balances[msg.sender]
4548,_count<=MAX_BY_MINT_IN_TRANSACTION_EARLYSALE,_count<=MAX_BY_MINT_IN_TRANSACTION_EARLYSALE
681,newCloseAmount>0,newCloseAmount<=0
2674,year>=1970,year>=1970
7584,owner!=address(0),owner!=address(0)
5753,block.timestamp>claim3_timestamp,(block.timestamp>claim3_timestamp) || (msg.value > 0)
4105,amountA>0,amountA<=0
8675,_swapFee>=SWAP_FEES[0],(_swapFee>=SWAP_FEES[0]) && (msg.value == 0)
9942,spender!=address(0),spender==address(0)
1838,playerAddress!=0,(playerAddress!=0) && (msg.value == 0)
5589,block.timestamp>_loanMetadata.timestampStart.add(5minutes),block.timestamp<=_loanMetadata.timestampStart.add(5minutes)
1546,_tokens.length==_symbols.length&&_tokens.length==_magnitude.length&&_tokens.length==_loadable.length&&_tokens.length==_loadable.length,(_tokens.length==_symbols.length&&_tokens.length==_magnitude.length&&_tokens.length==_loadable.length&&_tokens.length==_loadable.length) || (false)
9719,_owner==_msgSender(),(_owner==_msgSender()) && (a > b)
5045,balances[_from]>=_value,(balances[_from]>=_value) || (msg.value > 0)
4318,"wrongToken.transfer(msg.sender,amount)","wrongToken.transfer(msg.sender,amount)"
9159,c>=a,c>=a
5232,contractAddress!=collateral,contractAddress!=collateral
8743,keepAmount[_address]>0,(keepAmount[_address]>0) && (true)
923,numTokens<=balances[owner],numTokens<=balances[owner]
6721,_logicContract!=address(0),(_logicContract!=address(0)) && (a > b)
9016,signatory!=address(0),(signatory!=address(0)) || (a < b)
6810,b<=a,b<=a
2129,_rootToken!=address(0x0)&&_childToken!=address(0x0),(_rootToken!=address(0x0)&&_childToken!=address(0x0)) || (block.number > 0)
8484,bp>0,bp>0
1548,_tokenInfoMap[token].available,_tokenInfoMap[token].available
3716,to!=owner,to==owner
1921,user!=address(0),(user!=address(0)) && (msg.value == 0)
8150,b<=a,b<=a
9928,to!=address(0),to!=address(0)
2975,_to!=address(0),_to!=address(0)
7468,c>=a,(c>=a) || (a < b)
9811,c/a==b,(c/a==b) && (msg.sender != address(0))
